ID	numberOfMistakes
1_2990-1-1	0.08896797153024912
1_2991-1-1	0.31627906976744186
1_2992-1-1	0.0851063829787234
1_2997-1-1	0.13671875
1_2998-1-1	0.1282051282051282
1_2999-1-1	0.11848341232227488
1_3003-1-1	0.10843373493975904
1_3004-1-1	0.8571428571428571
1_3005-1-1	0.20967741935483872
1_3009-1-1	0.1148936170212766
1_3011-1-1	0.15422885572139303
1_3016-1-1	0.1510574018126888
1_3017-1-1	0.1784037558685446
1_3027-1-1	0.11538461538461539
1_3028-1-1	0.1829787234042553
1_3029-1-1	0.13398692810457516
1_3038-1-1	0.1506276150627615
1_3044-1-1	0.14705882352941177
1_3045-1-1	0.1588447653429603
1_3046-1-1	0.12972972972972974
1_3047-1-1	0.15976331360946747
1_3048-1-1	0.13100436681222707
1_3052-1-1	0.1694915254237288
1_3055-1-1	0.1282051282051282
1_3060-1-1	0.12393162393162394
1_3075-1-1	0.1440677966101695
1_3076-1-1	0.09731543624161074
1_3081-1-1	0.11923076923076924
1_3083-1-1	0.15945945945945947
1_3094-1-1	0.0970873786407767
1_3095-1-1	0.16019417475728157
1_3096-1-1	0.12056737588652482
1_3097-1-1	0.2026431718061674
1_3098-1-1	0.18181818181818182
1_3099-1-1	0.15104166666666666
1_3100-1-1	0.20915032679738563
1_3101-1-1	0.16612377850162866
1_3102-1-1	0.1746987951807229
1_3185-1-1	0.0873015873015873
1_3187-1-1	0.12455516014234876
1_3188-1-1	0.16279069767441862
1_3191-1-1	0.12574850299401197
1_3199-1-1	0.15463917525773196
1_3201-1-1	0.2783018867924528
1_3203-1-1	0.144
1_3212-1-1	0.15810276679841898
1_3213-1-1	0.1936619718309859
1_3214-1-1	0.1940928270042194
1_3215-1-1	0.14516129032258066
1_3216-1-1	0.27102803738317754
1_3218-1-1	0.1906779661016949
1_3221-1-1	0.13805970149253732
1_3242-1-1	0.056962025316455694
1_3245-1-1	0.1724137931034483
1_3251-1-1	0.1691542288557214
1_3252-1-1	0.14285714285714285
1_3254-1-1	0.26506024096385544
1_3257-1-1	0.09294871794871795
1_3261-1-1	0.08088235294117647
1_3262-1-1	0.06907894736842106
1_3263-1-1	0.07142857142857142
1_3264-1-1	0.14285714285714285
1_3265-1-1	0.11475409836065574
1_3266-1-1	0.13278008298755187
1_3276-1-1	0.17467248908296942
1_3278-1-1	0.16393442622950818
1_3283-1-1	0.2087378640776699
1_3284-1-1	0.13875598086124402
1_3285-1-1	0.15757575757575756
1_3286-1-1	0.14545454545454545
1_3288-1-1	0.12217194570135746
1_3291-1-1	0.1943127962085308
1_3295-1-1	0.14285714285714285
1_3301-1-1	0.14641744548286603
1_3302-1-1	0.14222222222222222
1_3303-1-1	0.13733905579399142
1_3331-1-1	0.2140077821011673
1_3333-1-1	1.0
1_3335-1-1	0.12295081967213115
1_3336-1-1	0.20765027322404372
1_3337-1-1	0.3048128342245989
1_3338-1-1	0.2682926829268293
1_3339-1-1	0.09292035398230089
1_3340-1-1	0.12340425531914893
1_3346-1-1	0.07526881720430108
1_3347-1-1	0.19491525423728814
1_3353-1-1	0.26436781609195403
1_3358-1-1	0.25654450261780104
1_3359-1-1	0.1277258566978193
1_3370-1-1	0.14728682170542637
1_3371-1-1	0.18503937007874016
1_3372-1-1	0.2698412698412698
1_3373-1-1	0.22821576763485477
1_3377-1-1	0.12757201646090535
1_3378-1-1	0.14798206278026907
1_3379-1-1	0.16267942583732056
1_3380-1-1	0.1322314049586777
1_3381-1-1	0.31382978723404253
1_3382-1-1	0.18631178707224336
1_3383-1-1	0.319672131147541
1_3384-1-1	0.20462046204620463
1_3385-1-1	0.19830028328611898
1_3386-1-1	0.29850746268656714
1_3387-1-1	0.2702702702702703
1_3388-1-1	0.2595419847328244
1_3391-1-1	0.27835051546391754
1_3419-1-1	0.13793103448275862
1_3420-1-1	0.10775862068965517
1_3421-1-1	0.25
1_3422-1-1	0.11666666666666667
1_3423-1-1	0.18831168831168832
1_3424-1-1	0.14285714285714285
1_3425-1-1	0.3018867924528302
