ID	numberOfMistakes
1-1_2992-1-1	0.01702127659574468
1-1_2997-1-1	0.05859375
1-1_2998-1-1	0.020512820512820513
1-1_2999-1-1	0.05687203791469194
1-1_3003-1-1	0.04216867469879518
1-1_3004-1-1	1.0
1-1_3005-1-1	0.1935483870967742
1-1_3009-1-1	0.03404255319148936
1-1_3011-1-1	0.09950248756218906
1-1_3016-1-1	0.045317220543806644
1-1_3017-1-1	0.04225352112676056
1-1_3027-1-1	0.03418803418803419
1-1_3028-1-1	0.11063829787234042
1-1_3029-1-1	0.06209150326797386
1-1_3038-1-1	0.03765690376569038
1-1_3044-1-1	0.023529411764705882
1-1_3045-1-1	0.036101083032490974
1-1_3046-1-1	0.043243243243243246
1-1_3047-1-1	0.08875739644970414
1-1_3048-1-1	0.06986899563318777
1-1_3052-1-1	0.15254237288135594
1-1_3055-1-1	0.02564102564102564
1-1_3060-1-1	0.042735042735042736
1-1_3075-1-1	0.05084745762711865
1-1_3076-1-1	0.016778523489932886
1-1_3081-1-1	0.07692307692307693
1-1_3083-1-1	0.08108108108108109
1-1_3094-1-1	0.05825242718446602
1-1_3095-1-1	0.0970873786407767
1-1_3096-1-1	0.06382978723404255
1-1_3097-1-1	0.09691629955947137
1-1_3098-1-1	0.125
1-1_3099-1-1	0.041666666666666664
1-1_3100-1-1	0.0784313725490196
1-1_3101-1-1	0.08469055374592833
1-1_3102-1-1	0.05421686746987952
1-1_3185-1-1	0.051587301587301584
1-1_3187-1-1	0.042704626334519574
1-1_3188-1-1	0.12209302325581395
1-1_3191-1-1	0.08982035928143713
1-1_3199-1-1	0.027491408934707903
1-1_3201-1-1	0.20754716981132076
1-1_3203-1-1	0.032
1-1_3212-1-1	0.06324110671936758
1-1_3213-1-1	0.11619718309859155
1-1_3214-1-1	0.07172995780590717
1-1_3215-1-1	0.08870967741935484
1-1_3216-1-1	0.14018691588785046
1-1_3218-1-1	0.1271186440677966
1-1_3221-1-1	0.041044776119402986
1-1_3242-1-1	0.0189873417721519
1-1_3245-1-1	0.08620689655172414
1-1_3251-1-1	0.039603960396039604
1-1_3252-1-1	0.05627705627705628
1-1_3254-1-1	0.13855421686746988
1-1_3257-1-1	0.022435897435897436
1-1_3261-1-1	0.011029411764705883
1-1_3262-1-1	0.01644736842105263
1-1_3263-1-1	0.011278195488721804
1-1_3264-1-1	0.012605042016806723
1-1_3265-1-1	0.028688524590163935
1-1_3266-1-1	0.04564315352697095
1-1_3276-1-1	0.11790393013100436
1-1_3278-1-1	0.045081967213114756
1-1_3283-1-1	0.1553398058252427
1-1_3284-1-1	0.03349282296650718
1-1_3285-1-1	0.04242424242424243
1-1_3286-1-1	0.05909090909090909
1-1_3288-1-1	0.09502262443438914
1-1_3291-1-1	0.0947867298578199
1-1_3295-1-1	0.06043956043956044
1-1_3301-1-1	0.10903426791277258
1-1_3302-1-1	0.08444444444444445
1-1_3303-1-1	0.04291845493562232
1-1_3331-1-1	0.14396887159533073
1-1_3333-1-1	1.0
1-1_3335-1-1	0.040983606557377046
1-1_3336-1-1	0.10382513661202186
1-1_3337-1-1	0.24064171122994651
1-1_3338-1-1	0.2073170731707317
1-1_3339-1-1	0.035398230088495575
1-1_3340-1-1	0.03829787234042553
1-1_3346-1-1	0.06451612903225806
1-1_3347-1-1	0.09322033898305085
1-1_3353-1-1	0.22093023255813954
1-1_3358-1-1	0.17801047120418848
1-1_3359-1-1	0.07165109034267912
1-1_3370-1-1	0.05813953488372093
1-1_3371-1-1	0.1220472440944882
1-1_3372-1-1	0.15343915343915343
1-1_3373-1-1	0.14522821576763487
1-1_3377-1-1	0.024691358024691357
1-1_3378-1-1	0.04484304932735426
1-1_3379-1-1	0.05263157894736842
1-1_3380-1-1	0.024793388429752067
1-1_3381-1-1	0.23404255319148937
1-1_3382-1-1	0.09885931558935361
1-1_3383-1-1	0.22131147540983606
1-1_3384-1-1	0.09570957095709572
1-1_3385-1-1	0.15864022662889518
1-1_3386-1-1	0.30597014925373134
1-1_3387-1-1	0.1837837837837838
1-1_3388-1-1	0.21374045801526717
1-1_3391-1-1	0.17525773195876287
1-1_3419-1-1	0.08275862068965517
1-1_3420-1-1	0.02586206896551724
1-1_3421-1-1	0.15625
1-1_3422-1-1	0.025
1-1_3423-1-1	0.16233766233766234
1-1_3424-1-1	0.09693877551020408
1-1_3425-1-1	0.14150943396226415
1-2_2657-1-2	0.14210526315789473
1-2_2658-1-2	0.1223021582733813
1-2_2659-1-2	0.13664596273291926
1-2_2662-1-2	0.035398230088495575
1-2_2672-1-2	0.013888888888888888
1-2_2673-1-2	0.13333333333333333
1-2_2674-1-2	0.1015625
1-2_2675-1-2	0.06451612903225806
1-2_2677-1-2	0.03896103896103896
1-2_2678-1-2	0.026785714285714284
1-2_2679-1-2	0.18333333333333332
1-2_2680-1-2	0.06111111111111111
1-2_2681-1-2	0.10144927536231885
1-2_2682-1-2	0.04201680672268908
1-2_2688-1-2	0.13846153846153847
1-2_2691-1-2	0.096045197740113
1-2_2693-1-2	0.045454545454545456
1-2_2701-1-2	0.060240963855421686
1-2_2702-1-2	0.06818181818181818
1-2_2703-1-2	0.07913669064748201
1-2_2705-1-2	0.021897810218978103
1-2_2706-1-2	0.023255813953488372
1-2_2707-1-2	0.0072992700729927005
1-2_2709-1-2	0.1282051282051282
1-2_2710-1-2	0.20437956204379562
1-2_2711-1-2	0.205607476635514
1-2_2714-1-2	0.050955414012738856
1-2_2716-1-2	0.04790419161676647
1-2_2724-1-2	0.041666666666666664
1-2_2726-1-2	0.18867924528301888
1-2_2729-1-2	1.0
1-2_2745-1-2	0.1322314049586777
1-2_2752-1-2	0.029239766081871343
1-2_2756-1-2	0.07344632768361582
1-2_2757-1-2	0.0111731843575419
1-2_2760-1-2	0.06666666666666667
1-2_2769-1-2	0.009569377990430622
1-2_2770-1-2	0.20202020202020202
1-2_2772-1-2	0.0603448275862069
1-2_2773-1-2	0.27419354838709675
1-2_2774-1-2	0.19736842105263158
1-2_2775-1-2	0.013157894736842105
1-2_2777-1-2	0.017045454545454544
1-2_2780-1-2	0.03428571428571429
1-2_2782-1-2	0.10526315789473684
1-2_2786-1-2	0.1865671641791045
1-2_2787-1-2	0.08333333333333333
1-2_2788-1-2	0.012048192771084338
1-2_2789-1-2	0.24074074074074073
1-2_2792-1-2	0.018518518518518517
1-2_2793-1-2	0.062146892655367235
1-2_2794-1-2	0.25675675675675674
1-2_2796-1-2	0.06692913385826772
1-2_2799-1-2	0.06367041198501873
1-2_2800-1-2	0.03968253968253968
1-2_2801-1-2	0.025
1-2_2805-1-2	0.06310679611650485
1-2_2806-1-2	0.02702702702702703
1-2_2807-1-2	0.12560386473429952
1-2_2808-1-2	0.0748663101604278
1-2_2809-1-2	0.07954545454545454
1-2_2811-1-2	0.06912442396313365
1-2_2812-1-2	0.12
1-2_2813-1-2	0.03278688524590164
1-2_2814-1-2	0.043478260869565216
1-2_2819-1-2	0.06870229007633588
1-2_2821-1-2	0.035211267605633804
1-2_2826-1-2	0.3018867924528302
1-2_2828-1-2	0.023391812865497075
1-2_2829-1-2	0.1056338028169014
1-2_2831-1-2	0.13768115942028986
1-2_2840-1-2	0.01948051948051948
1-2_2841-1-2	0.050359712230215826
1-2_2850-1-2	0.23931623931623933
1-2_2857-1-2	0.041176470588235294
1-2_2861-1-2	0.011428571428571429
1-2_2865-1-2	0.2
1-2_2874-1-2	0.018050541516245487
1-2_2881-1-2	0.15037593984962405
1-2_2882-1-2	0.17543859649122806
1-2_2886-1-2	1.0
1-2_2889-1-2	0.24107142857142858
1-2_2890-1-2	1.0
1-2_2891-1-2	0.021834061135371178
1-2_2898-1-2	0.07975460122699386
1-2_2900-1-2	0.06557377049180328
1-2_2902-1-2	0.022556390977443608
1-2_2904-1-2	0.168
1-2_2909-1-2	0.013157894736842105
1-2_2915-1-2	0.06220095693779904
1-2_2916-1-2	0.15151515151515152
1-2_2923-1-2	0.05714285714285714
1-2_2925-1-2	0.04580152671755725
1-2_2926-1-2	0.01948051948051948
1-2_2927-1-2	0.04046242774566474
1-2_2929-1-2	0.07407407407407407
1-2_2931-1-2	0.14375
1-2_2932-1-2	0.09722222222222222
1-2_2934-1-2	0.04739336492890995
1-2_2935-1-2	0.20670391061452514
1-2_2936-1-2	1.0
1-2_2938-1-2	0.27049180327868855
1-2_2942-1-2	0.19298245614035087
1-2_2943-1-2	0.07100591715976332
1-2_2946-1-2	0.07975460122699386
1-2_2953-1-2	0.015306122448979591
1-2_2954-1-2	0.037383177570093455
1-2_2960-1-2	0.049586776859504134
1-2_2966-1-2	0.02247191011235955
1-2_2967-1-2	0.03816793893129771
1-2_2970-1-2	0.08490566037735849
1-2_2971-1-2	0.02824858757062147
1-2_2972-1-2	0.021052631578947368
1-2_2973-1-2	0.16666666666666666
1-2_2974-1-2	0.0763888888888889
1-2_2975-1-2	0.044585987261146494
1-2_2978-1-2	0.04878048780487805
1-2_2979-1-2	0.04794520547945205
1-2_2981-1-2	0.15178571428571427
1-2_2982-1-2	0.022727272727272728
1-2_2983-1-2	0.04419889502762431
1-2_2985-1-2	0.0650887573964497
1-2_2986-1-2	0.11258278145695365
1-2_2988-1-2	0.041176470588235294
1-2_2990-1-2	0.006756756756756757
1-2_2991-1-2	0.1796875
1-2_2992-1-2	0.0
1-2_2997-1-2	0.03571428571428571
1-2_2998-1-2	0.1092436974789916
1-2_2999-1-2	0.09375
1-2_3003-1-2	0.04807692307692308
1-2_3004-1-2	1.0
1-2_3005-1-2	0.21348314606741572
1-2_3009-1-2	0.05517241379310345
1-2_3011-1-2	0.05333333333333334
1-2_3016-1-2	0.023255813953488372
1-2_3017-1-2	0.06140350877192982
1-2_3027-1-2	0.11607142857142858
1-2_3028-1-2	0.08849557522123894
1-2_3029-1-2	0.05714285714285714
1-2_3038-1-2	0.005154639175257732
1-2_3044-1-2	0.020134228187919462
1-2_3045-1-2	0.043689320388349516
1-2_3046-1-2	0.030303030303030304
1-2_3047-1-2	0.047244094488188976
1-2_3048-1-2	0.07741935483870968
1-2_3052-1-2	0.16393442622950818
1-2_3055-1-2	0.047058823529411764
1-2_3060-1-2	0.04639175257731959
1-2_3075-1-2	0.09032258064516129
1-2_3076-1-2	0.01910828025477707
1-2_3081-1-2	0.05357142857142857
1-2_3083-1-2	0.08125
1-2_3094-1-2	0.05217391304347826
1-2_3095-1-2	0.15816326530612246
1-2_3096-1-2	0.06711409395973154
1-2_3097-1-2	0.11920529801324503
1-2_3098-1-2	0.0875
1-2_3099-1-2	0.03289473684210526
1-2_3100-1-2	0.10625
1-2_3101-1-2	0.09022556390977443
1-2_3102-1-2	0.024844720496894408
1-2_3185-1-2	0.049689440993788817
1-2_3187-1-2	0.05641025641025641
1-2_3188-1-2	0.09027777777777778
1-2_3191-1-2	0.05263157894736842
1-2_3199-1-2	0.0425531914893617
1-2_3201-1-2	0.2127659574468085
1-2_3203-1-2	0.05
1-2_3212-1-2	0.027472527472527472
1-2_3213-1-2	0.11618257261410789
1-2_3214-1-2	0.0958904109589041
1-2_3215-1-2	0.12837837837837837
1-2_3216-1-2	0.11570247933884298
1-2_3218-1-2	0.13071895424836602
1-2_3221-1-2	0.011904761904761904
1-2_3242-1-2	0.020134228187919462
1-2_3245-1-2	0.049586776859504134
1-2_3251-1-2	0.04878048780487805
1-2_3252-1-2	0.05755395683453238
1-2_3254-1-2	0.11956521739130435
1-2_3257-1-2	0.03088803088803089
1-2_3261-1-2	0.01775147928994083
1-2_3262-1-2	0.011834319526627219
1-2_3263-1-2	0.029411764705882353
1-2_3264-1-2	0.023715415019762844
1-2_3265-1-2	0.06077348066298342
1-2_3266-1-2	0.05
1-2_3276-1-2	0.09090909090909091
1-2_3278-1-2	0.03636363636363636
1-2_3283-1-2	0.1510791366906475
1-2_3284-1-2	0.024844720496894408
1-2_3285-1-2	0.02531645569620253
1-2_3286-1-2	0.050359712230215826
1-2_3288-1-2	0.1276595744680851
1-2_3291-1-2	0.11055276381909548
1-2_3295-1-2	0.017391304347826087
1-2_3301-1-2	0.05333333333333334
1-2_3302-1-2	0.08888888888888889
1-2_3303-1-2	0.028846153846153848
1-2_3331-1-2	0.17894736842105263
1-2_3333-1-2	1.0
1-2_3335-1-2	0.06363636363636363
1-2_3336-1-2	0.07692307692307693
1-2_3337-1-2	0.3282442748091603
1-2_3338-1-2	0.203125
1-2_3339-1-2	0.04639175257731959
1-2_3340-1-2	0.08333333333333333
1-2_3346-1-2	1.0
1-2_3347-1-2	0.13768115942028986
1-2_3353-1-2	0.21428571428571427
1-2_3358-1-2	0.14705882352941177
1-2_3359-1-2	0.08441558441558442
1-2_3370-1-2	1.0
1-2_3371-1-2	0.0880503144654088
1-2_3372-1-2	0.26666666666666666
1-2_3373-1-2	0.18421052631578946
1-2_3377-1-2	0.07738095238095238
1-2_3378-1-2	0.037209302325581395
1-2_3379-1-2	0.06015037593984962
1-2_3380-1-2	0.03783783783783784
1-2_3381-1-2	0.19254658385093168
1-2_3382-1-2	0.09734513274336283
1-2_3383-1-2	0.16326530612244897
1-2_3384-1-2	0.08860759493670886
1-2_3385-1-2	0.15789473684210525
1-2_3386-1-2	0.18556701030927836
1-2_3387-1-2	0.06557377049180328
1-2_3388-1-2	0.15625
1-2_3391-1-2	1.0
1-2_3419-1-2	0.06611570247933884
1-2_3420-1-2	0.039473684210526314
1-2_3421-1-2	0.15656565656565657
1-2_3422-1-2	0.053691275167785234
1-2_3423-1-2	0.09285714285714286
1-2_3424-1-2	0.1610738255033557
1-2_3425-1-2	0.23809523809523808
2-1_2686-2-1	0.17159763313609466
2-1_2687-2-1	0.23846153846153847
2-1_2694-2-1	0.12546125461254612
2-1_2700-2-1	0.16129032258064516
2-1_2704-2-1	0.13917525773195877
2-1_2708-2-1	0.06363636363636363
2-1_2713-2-1	0.2864583333333333
2-1_2715-2-1	0.18468468468468469
2-1_2719-2-1	0.15151515151515152
2-1_2721-2-1	0.11009174311926606
2-1_2722-2-1	0.20647773279352227
2-1_2723-2-1	0.0706713780918728
2-1_2727-2-1	0.14893617021276595
2-1_2728-2-1	0.1329479768786127
2-1_2784-2-1	0.03333333333333333
2-1_2823-2-1	0.018867924528301886
2-1_2824-2-1	0.14919354838709678
2-1_2825-2-1	0.03896103896103896
2-1_2827-2-1	0.04918032786885246
2-1_2830-2-1	0.055776892430278883
2-1_2845-2-1	0.05217391304347826
2-1_2848-2-1	0.15862068965517243
2-1_2853-2-1	0.30952380952380953
2-1_2858-2-1	0.06043956043956044
2-1_2867-2-1	0.10861423220973783
2-1_2868-2-1	0.06140350877192982
2-1_2871-2-1	0.06967213114754098
2-1_2877-2-1	0.10285714285714286
2-1_2878-2-1	0.19327731092436976
2-1_2879-2-1	0.22093023255813954
2-1_2892-2-1	0.05
2-1_2893-2-1	0.21120689655172414
2-1_2894-2-1	0.03763440860215054
2-1_2896-2-1	0.06153846153846154
2-1_2907-2-1	0.034782608695652174
2-1_2908-2-1	0.13063063063063063
2-1_2920-2-1	0.06060606060606061
2-1_2921-2-1	0.18450184501845018
2-1_2922-2-1	0.027450980392156862
2-1_2924-2-1	0.02
2-1_2933-2-1	0.20434782608695654
2-1_2937-2-1	0.07905138339920949
2-1_2939-2-1	0.052845528455284556
2-1_2940-2-1	0.20952380952380953
2-1_2944-2-1	0.1320754716981132
2-1_2945-2-1	0.08088235294117647
2-1_2968-2-1	0.12030075187969924
2-1_3002-2-1	0.11382113821138211
2-1_3015-2-1	0.06857142857142857
2-1_3019-2-1	0.07096774193548387
2-1_3020-2-1	1.0
2-1_3021-2-1	0.17937219730941703
2-1_3023-2-1	0.03418803418803419
2-1_3024-2-1	0.09871244635193133
2-1_3032-2-1	0.09565217391304348
2-1_3033-2-1	0.003968253968253968
2-1_3035-2-1	0.08755760368663594
2-1_3036-2-1	0.08298755186721991
2-1_3037-2-1	0.0423728813559322
2-1_3039-2-1	0.036734693877551024
2-1_3040-2-1	0.028169014084507043
2-1_3049-2-1	0.07913669064748201
2-1_3050-2-1	0.01593625498007968
2-1_3051-2-1	0.1116751269035533
2-1_3053-2-1	0.02181818181818182
2-1_3054-2-1	0.16111111111111112
2-1_3056-2-1	0.2315270935960591
2-1_3057-2-1	0.08333333333333333
2-1_3059-2-1	0.24154589371980675
2-1_3061-2-1	0.05928853754940711
2-1_3062-2-1	0.2755102040816326
2-1_3063-2-1	0.06
2-1_3064-2-1	0.01775147928994083
2-1_3066-2-1	0.03260869565217391
2-1_3067-2-1	0.018656716417910446
2-1_3069-2-1	0.016025641025641024
2-1_3070-2-1	0.043859649122807015
2-1_3072-2-1	0.06140350877192982
2-1_3074-2-1	0.19
2-1_3108-2-1	0.05905511811023622
2-1_3109-2-1	0.13541666666666666
2-1_3110-2-1	0.099601593625498
2-1_3111-2-1	0.09615384615384616
2-1_3112-2-1	0.01606425702811245
2-1_3113-2-1	0.04868913857677903
2-1_3114-2-1	0.14049586776859505
2-1_3115-2-1	0.04435483870967742
2-1_3116-2-1	0.037037037037037035
2-1_3117-2-1	0.16483516483516483
2-1_3164-2-1	0.13692946058091288
2-1_3166-2-1	0.10784313725490197
2-1_3168-2-1	0.18779342723004694
2-1_3169-2-1	0.07553956834532374
2-1_3170-2-1	0.1619718309859155
2-1_3171-2-1	0.07547169811320754
2-1_3172-2-1	0.08016877637130802
2-1_3189-2-1	0.12173913043478261
2-1_3193-2-1	0.03139013452914798
2-1_3194-2-1	0.17672413793103448
2-1_3195-2-1	0.06315789473684211
2-1_3197-2-1	0.029535864978902954
2-1_3204-2-1	0.2426470588235294
2-1_3208-2-1	0.029411764705882353
2-1_3217-2-1	0.03347280334728033
2-1_3219-2-1	0.18407960199004975
2-1_3220-2-1	0.16568047337278108
2-1_3223-2-1	0.047058823529411764
2-1_3224-2-1	0.16161616161616163
2-1_3231-2-1	0.050724637681159424
2-1_3232-2-1	0.15873015873015872
2-1_3233-2-1	0.06302521008403361
2-1_3234-2-1	0.038135593220338986
2-1_3235-2-1	0.037383177570093455
2-1_3236-2-1	0.20588235294117646
2-1_3238-2-1	0.14163090128755365
2-1_3239-2-1	0.1943127962085308
2-1_3240-2-1	0.03529411764705882
2-1_3241-2-1	0.24528301886792453
2-1_3243-2-1	0.18478260869565216
2-1_3244-2-1	0.09278350515463918
2-1_3246-2-1	0.189873417721519
2-1_3248-2-1	0.24
2-1_3250-2-1	0.0718232044198895
2-1_3255-2-1	0.04526748971193416
2-1_3256-2-1	0.20920502092050208
2-1_3259-2-1	0.20535714285714285
2-1_3260-2-1	0.017699115044247787
2-1_3268-2-1	0.045845272206303724
2-1_3269-2-1	0.14107883817427386
2-1_3270-2-1	0.1450381679389313
2-1_3273-2-1	0.15418502202643172
2-1_3274-2-1	0.0449438202247191
2-1_3275-2-1	0.050724637681159424
2-1_3279-2-1	0.13392857142857142
2-1_3280-2-1	0.0694980694980695
2-1_3282-2-1	0.0749185667752443
2-1_3294-2-1	0.2
2-1_3299-2-1	0.028409090909090908
2-1_3325-2-1	0.028089887640449437
2-1_3327-2-1	0.06986899563318777
2-1_3328-2-1	0.02145922746781116
2-1_3332-2-1	0.09130434782608696
2-1_3334-2-1	0.14035087719298245
2-1_3341-2-1	0.026615969581749048
2-1_3342-2-1	0.05507246376811594
2-1_3343-2-1	0.2074688796680498
2-1_3344-2-1	0.049429657794676805
2-1_3345-2-1	0.13368983957219252
2-1_3351-2-1	0.23529411764705882
2-1_3352-2-1	0.03278688524590164
2-1_3362-2-1	0.10835913312693499
2-1_3364-2-1	0.07725321888412018
2-1_3365-2-1	0.0763888888888889
2-1_3366-2-1	0.1050228310502283
2-1_3368-2-1	0.0635593220338983
2-1_3392-2-1	0.04639175257731959
2-1_3393-2-1	0.12169312169312169
2-1_3394-2-1	0.25462962962962965
2-1_3395-2-1	0.13716814159292035
2-1_3397-2-1	0.046413502109704644
2-1_3398-2-1	0.05172413793103448
2-1_3399-2-1	0.1828358208955224
2-1_3400-2-1	0.05460750853242321
2-1_3401-2-1	0.065
2-1_3402-2-1	0.07377049180327869
2-1_3404-2-1	0.21505376344086022
2-1_3405-2-1	0.06986899563318777
2-1_3406-2-1	0.16901408450704225
2-1_3407-2-1	0.3504273504273504
2-1_3408-2-1	0.0379746835443038
2-1_3409-2-1	0.21518987341772153
2-1_3410-2-1	0.048582995951417005
2-2_2686-2-2	0.17073170731707318
2-2_2687-2-2	0.15454545454545454
2-2_2694-2-2	0.14093959731543623
2-2_2700-2-2	0.072
2-2_2704-2-2	0.10606060606060606
2-2_2708-2-2	0.028169014084507043
2-2_2713-2-2	1.0
2-2_2715-2-2	0.211864406779661
2-2_2719-2-2	0.13114754098360656
2-2_2721-2-2	0.16891891891891891
2-2_2722-2-2	0.34831460674157305
2-2_2723-2-2	0.045714285714285714
2-2_2727-2-2	0.16071428571428573
2-2_2728-2-2	0.13761467889908258
2-2_2784-2-2	0.08547008547008547
2-2_2823-2-2	0.03759398496240601
2-2_2824-2-2	0.08783783783783784
2-2_2825-2-2	0.06951871657754011
2-2_2827-2-2	0.04294478527607362
2-2_2830-2-2	0.12345679012345678
2-2_2845-2-2	0.06474820143884892
2-2_2848-2-2	0.1797752808988764
2-2_2853-2-2	0.34782608695652173
2-2_2858-2-2	0.13445378151260504
2-2_2867-2-2	0.16
2-2_2868-2-2	0.12213740458015267
2-2_2871-2-2	0.10606060606060606
2-2_2877-2-2	0.07692307692307693
2-2_2878-2-2	0.1896551724137931
2-2_2879-2-2	0.1794871794871795
2-2_2892-2-2	0.04672897196261682
2-2_2893-2-2	0.19463087248322147
2-2_2894-2-2	0.046153846153846156
2-2_2896-2-2	0.023255813953488372
2-2_2907-2-2	0.046052631578947366
2-2_2908-2-2	0.12612612612612611
2-2_2920-2-2	0.07894736842105263
2-2_2921-2-2	0.11467889908256881
2-2_2922-2-2	0.06299212598425197
2-2_2924-2-2	0.02
2-2_2933-2-2	0.21323529411764705
2-2_2937-2-2	0.09345794392523364
2-2_2939-2-2	0.040983606557377046
2-2_2940-2-2	0.21710526315789475
2-2_2944-2-2	0.08527131782945736
2-2_2945-2-2	0.049079754601226995
2-2_2968-2-2	0.1440677966101695
2-2_3002-2-2	0.0975609756097561
2-2_3015-2-2	0.13934426229508196
2-2_3019-2-2	0.14634146341463414
2-2_3020-2-2	0.007142857142857143
2-2_3021-2-2	0.1557377049180328
2-2_3023-2-2	0.09448818897637795
2-2_3024-2-2	0.04477611940298507
2-2_3032-2-2	0.128
2-2_3033-2-2	0.017964071856287425
2-2_3035-2-2	0.0661764705882353
2-2_3036-2-2	0.06428571428571428
2-2_3037-2-2	0.030864197530864196
2-2_3039-2-2	0.08461538461538462
2-2_3040-2-2	0.06666666666666667
2-2_3049-2-2	0.024390243902439025
2-2_3050-2-2	0.05027932960893855
2-2_3051-2-2	0.112
2-2_3053-2-2	0.016129032258064516
